source,appendix,lake,station,season,sample_date_1971,depth_m,characteristic,value_as_printed,unit_as_printed,value_as_P,below_detection,not_determined,raw_text
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Wood Lake,2,JUNE,1971-06-16,15,TKN,0.36,mg/L,,FALSE,FALSE,0.36
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Wood Lake,2,JUNE,1971-06-16,15,o-PO4,0.05,mg/L as PO4,0.01631,FALSE,FALSE,0.05
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Wood Lake,2,JUNE,1971-06-16,15,t-PO4,0.25,mg/L as PO4,0.08154,FALSE,FALSE,0.25
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Wood Lake,2,JUNE,1971-06-16,15,SiO2,4.3,mg/L,,FALSE,FALSE,4.3
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Wood Lake,2,JUNE,1971-06-16,20,NO3,0.01,mg/L,,TRUE,FALSE,<0.01
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Wood Lake,2,JUNE,1971-06-16,20,TKN,0.23,mg/L,,FALSE,FALSE,0.23
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Wood Lake,2,JUNE,1971-06-16,20,o-PO4,0.18,mg/L as PO4,0.05871,FALSE,FALSE,0.18
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Wood Lake,2,JUNE,1971-06-16,20,t-PO4,0.25,mg/L as PO4,0.08154,FALSE,FALSE,0.25
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Wood Lake,2,JUNE,1971-06-16,20,SiO2,4.6,mg/L,,FALSE,FALSE,4.6
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Wood Lake,2,JUNE,1971-06-16,28,NO3,0.02,mg/L,,FALSE,FALSE,0.02
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Wood Lake,2,JUNE,1971-06-16,28,TKN,1.05,mg/L,,FALSE,FALSE,1.05
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Wood Lake,2,JUNE,1971-06-16,28,o-PO4,0.61,mg/L as PO4,0.19896,FALSE,FALSE,0.61
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Wood Lake,2,JUNE,1971-06-16,28,t-PO4,0.72,mg/L as PO4,0.23483,FALSE,FALSE,0.72
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Wood Lake,2,JUNE,1971-06-16,28,SiO2,5.0,mg/L,,FALSE,FALSE,5.0
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Wood Lake,2,AUGUST,1971-08-16,1,NO3,0.01,mg/L,,TRUE,FALSE,<0.01
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Wood Lake,2,AUGUST,1971-08-16,1,TKN,0.29,mg/L,,FALSE,FALSE,0.29
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Wood Lake,2,AUGUST,1971-08-16,1,o-PO4,0.01,mg/L as PO4,0.00326,TRUE,FALSE,<0.01
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Wood Lake,2,AUGUST,1971-08-16,1,t-PO4,0.05,mg/L as PO4,0.01631,FALSE,FALSE,0.05
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Wood Lake,2,AUGUST,1971-08-16,1,SiO2,4.9,mg/L,,FALSE,FALSE,4.9
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Wood Lake,2,AUGUST,1971-08-16,5,NO3,0.01,mg/L,,TRUE,FALSE,<0.01
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Wood Lake,2,AUGUST,1971-08-16,5,TKN,0.26,mg/L,,FALSE,FALSE,0.26
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Wood Lake,2,AUGUST,1971-08-16,5,o-PO4,0.01,mg/L as PO4,0.00326,TRUE,FALSE,<0.01
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Wood Lake,2,AUGUST,1971-08-16,5,t-PO4,0.06,mg/L as PO4,0.01957,FALSE,FALSE,0.06
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Wood Lake,2,AUGUST,1971-08-16,5,SiO2,5.0,mg/L,,FALSE,FALSE,5.0
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Wood Lake,2,AUGUST,1971-08-16,10,NO3,0.21,mg/L,,FALSE,FALSE,0.21
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Wood Lake,2,AUGUST,1971-08-16,10,TKN,0.41,mg/L,,FALSE,FALSE,0.41
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Wood Lake,2,AUGUST,1971-08-16,10,o-PO4,0.01,mg/L as PO4,0.00326,TRUE,FALSE,<0.01
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Wood Lake,2,AUGUST,1971-08-16,10,t-PO4,0.06,mg/L as PO4,0.01957,FALSE,FALSE,0.06
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Wood Lake,2,AUGUST,1971-08-16,10,SiO2,5.0,mg/L,,FALSE,FALSE,5.0
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Wood Lake,2,AUGUST,1971-08-16,15,NO3,0.01,mg/L,,TRUE,FALSE,<0.01
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Wood Lake,2,AUGUST,1971-08-16,15,TKN,0.43,mg/L,,FALSE,FALSE,0.43
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Wood Lake,2,AUGUST,1971-08-16,15,o-PO4,0.01,mg/L as PO4,0.00326,TRUE,FALSE,<0.01
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Wood Lake,2,AUGUST,1971-08-16,15,t-PO4,0.14,mg/L as PO4,0.04566,FALSE,FALSE,0.14
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Wood Lake,2,AUGUST,1971-08-16,15,SiO2,5.3,mg/L,,FALSE,FALSE,5.3
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Wood Lake,2,AUGUST,1971-08-16,25,NO3,0.01,mg/L,,FALSE,FALSE,0.01
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Wood Lake,2,AUGUST,1971-08-16,25,TKN,0.66,mg/L,,FALSE,FALSE,0.66
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Wood Lake,2,AUGUST,1971-08-16,25,o-PO4,0.58,mg/L as PO4,0.18917,FALSE,FALSE,0.58
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Wood Lake,2,AUGUST,1971-08-16,25,t-PO4,0.7,mg/L as PO4,0.22831,FALSE,FALSE,0.70
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Wood Lake,2,AUGUST,1971-08-16,25,SiO2,6.2,mg/L,,FALSE,FALSE,6.2
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Wood Lake,2,AUGUST,1971-08-16,30,NO3,0.02,mg/L,,FALSE,FALSE,0.02
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Wood Lake,2,AUGUST,1971-08-16,30,TKN,0.83,mg/L,,FALSE,FALSE,0.83
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Wood Lake,2,AUGUST,1971-08-16,30,o-PO4,0.62,mg/L as PO4,0.20222,FALSE,FALSE,0.62
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Wood Lake,2,AUGUST,1971-08-16,30,t-PO4,0.75,mg/L as PO4,0.24462,FALSE,FALSE,0.75
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Wood Lake,2,AUGUST,1971-08-16,30,SiO2,6.3,mg/L,,FALSE,FALSE,6.3
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Wood Lake,2,OCTOBER,1971-10-14,1,NO3,0.01,mg/L,,TRUE,FALSE,<0.01
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Wood Lake,2,OCTOBER,1971-10-14,1,TKN,0.51,mg/L,,FALSE,FALSE,0.51
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Wood Lake,2,OCTOBER,1971-10-14,1,o-PO4,0.005,mg/L as PO4,0.00163,TRUE,FALSE,<0.005
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Wood Lake,2,OCTOBER,1971-10-14,1,t-PO4,0.06,mg/L as PO4,0.01957,FALSE,FALSE,0.06
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Wood Lake,2,OCTOBER,1971-10-14,1,SiO2,5.1,mg/L,,FALSE,FALSE,5.1
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Wood Lake,2,OCTOBER,1971-10-14,10,NO3,0.01,mg/L,,TRUE,FALSE,<0.01
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Wood Lake,2,OCTOBER,1971-10-14,10,TKN,0.56,mg/L,,FALSE,FALSE,0.56
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Wood Lake,2,OCTOBER,1971-10-14,10,o-PO4,0.005,mg/L as PO4,0.00163,TRUE,FALSE,<0.005
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Wood Lake,2,OCTOBER,1971-10-14,10,t-PO4,0.06,mg/L as PO4,0.01957,FALSE,FALSE,0.06
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Wood Lake,2,OCTOBER,1971-10-14,10,SiO2,5.1,mg/L,,FALSE,FALSE,5.1
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Wood Lake,2,OCTOBER,1971-10-14,15,NO3,0.01,mg/L,,TRUE,FALSE,<0.01
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Wood Lake,2,OCTOBER,1971-10-14,15,TKN,0.34,mg/L,,FALSE,FALSE,0.34
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Wood Lake,2,OCTOBER,1971-10-14,15,o-PO4,0.008,mg/L as PO4,0.00261,FALSE,FALSE,0.008
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Wood Lake,2,OCTOBER,1971-10-14,15,t-PO4,0.05,mg/L as PO4,0.01631,FALSE,FALSE,0.05
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Wood Lake,2,OCTOBER,1971-10-14,15,SiO2,5.4,mg/L,,FALSE,FALSE,5.4
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Wood Lake,2,OCTOBER,1971-10-14,20,NO3,0.01,mg/L,,TRUE,FALSE,<0.01
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Wood Lake,2,OCTOBER,1971-10-14,20,TKN,0.51,mg/L,,FALSE,FALSE,0.51
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Wood Lake,2,OCTOBER,1971-10-14,20,o-PO4,0.29,mg/L as PO4,0.09459,FALSE,FALSE,0.29
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Wood Lake,2,OCTOBER,1971-10-14,20,t-PO4,0.36,mg/L as PO4,0.11742,FALSE,FALSE,0.36
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Wood Lake,2,OCTOBER,1971-10-14,20,SiO2,5.9,mg/L,,FALSE,FALSE,5.9
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Wood Lake,2,OCTOBER,1971-10-14,29,NO3,0.02,mg/L,,FALSE,FALSE,0.02
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Wood Lake,2,OCTOBER,1971-10-14,29,TKN,1.11,mg/L,,FALSE,FALSE,1.11
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Wood Lake,2,OCTOBER,1971-10-14,29,o-PO4,0.62,mg/L as PO4,0.20222,FALSE,FALSE,0.62
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Wood Lake,2,OCTOBER,1971-10-14,29,t-PO4,0.76,mg/L as PO4,0.24788,FALSE,FALSE,0.76
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Wood Lake,2,OCTOBER,1971-10-14,29,SiO2,6.4,mg/L,,FALSE,FALSE,6.4
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Wood Lake,4,APRIL,1971-04-13,1,NO3,0.01,mg/L,,TRUE,FALSE,<0.01
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Wood Lake,4,APRIL,1971-04-13,1,TKN,0.82,mg/L,,FALSE,FALSE,0.82
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Wood Lake,4,APRIL,1971-04-13,1,o-PO4,0.08,mg/L as PO4,0.02609,FALSE,FALSE,0.08
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Wood Lake,4,APRIL,1971-04-13,1,t-PO4,0.31,mg/L as PO4,0.10111,FALSE,FALSE,0.31
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Wood Lake,4,APRIL,1971-04-13,1,SiO2,5.1,mg/L,,FALSE,FALSE,5.1
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Wood Lake,4,APRIL,1971-04-13,5,NO3,0.01,mg/L,,FALSE,FALSE,0.01
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Wood Lake,4,APRIL,1971-04-13,5,TKN,0.64,mg/L,,FALSE,FALSE,0.64
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Wood Lake,4,APRIL,1971-04-13,5,o-PO4,0.07,mg/L as PO4,0.02283,FALSE,FALSE,0.07
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Wood Lake,4,APRIL,1971-04-13,5,t-PO4,0.29,mg/L as PO4,0.09459,FALSE,FALSE,0.29
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Wood Lake,4,APRIL,1971-04-13,5,SiO2,5.1,mg/L,,FALSE,FALSE,5.1
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Wood Lake,4,APRIL,1971-04-13,10,NO3,0.02,mg/L,,FALSE,FALSE,0.02
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Wood Lake,4,APRIL,1971-04-13,10,TKN,0.59,mg/L,,FALSE,FALSE,0.59
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Wood Lake,4,APRIL,1971-04-13,10,o-PO4,0.08,mg/L as PO4,0.02609,FALSE,FALSE,0.08
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Wood Lake,4,APRIL,1971-04-13,10,t-PO4,0.29,mg/L as PO4,0.09459,FALSE,FALSE,0.29
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Wood Lake,4,APRIL,1971-04-13,10,SiO2,5.2,mg/L,,FALSE,FALSE,5.2
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Wood Lake,4,APRIL,1971-04-13,15,NO3,0.04,mg/L,,FALSE,FALSE,0.04
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Wood Lake,4,APRIL,1971-04-13,15,TKN,0.47,mg/L,,FALSE,FALSE,0.47
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Wood Lake,4,APRIL,1971-04-13,15,o-PO4,0.1,mg/L as PO4,0.03262,FALSE,FALSE,0.10
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Wood Lake,4,APRIL,1971-04-13,15,t-PO4,3.8,mg/L as PO4,1.2394,FALSE,FALSE,3.8
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Wood Lake,4,APRIL,1971-04-13,15,SiO2,5.4,mg/L,,FALSE,FALSE,5.4
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Wood Lake,4,JUNE,1971-06-16,1,NO3,0.01,mg/L,,TRUE,FALSE,<0.01
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Wood Lake,4,JUNE,1971-06-16,1,TKN,0.52,mg/L,,FALSE,FALSE,0.52
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Wood Lake,4,JUNE,1971-06-16,1,o-PO4,0.02,mg/L as PO4,0.00652,FALSE,FALSE,0.02
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Wood Lake,4,JUNE,1971-06-16,1,t-PO4,0.26,mg/L as PO4,0.0848,FALSE,FALSE,0.26
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Wood Lake,4,JUNE,1971-06-16,1,SiO2,3.8,mg/L,,FALSE,FALSE,3.8
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Wood Lake,4,JUNE,1971-06-16,5,NO3,0.01,mg/L,,TRUE,FALSE,<0.01
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Wood Lake,4,JUNE,1971-06-16,5,TKN,0.39,mg/L,,FALSE,FALSE,0.39
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Wood Lake,4,JUNE,1971-06-16,5,o-PO4,0.01,mg/L as PO4,0.00326,FALSE,FALSE,0.01
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Wood Lake,4,JUNE,1971-06-16,5,t-PO4,0.0,mg/L as PO4,0.0,FALSE,FALSE,0.00
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Wood Lake,4,JUNE,1971-06-16,5,SiO2,3.9,mg/L,,FALSE,FALSE,3.9
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Wood Lake,4,JUNE,1971-06-16,10,NO3,0.01,mg/L,,FALSE,FALSE,0.01
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Wood Lake,4,JUNE,1971-06-16,10,TKN,0.61,mg/L,,FALSE,FALSE,0.61
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Wood Lake,4,JUNE,1971-06-16,10,o-PO4,0.01,mg/L as PO4,0.00326,FALSE,FALSE,0.01
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Wood Lake,4,JUNE,1971-06-16,10,t-PO4,0.12,mg/L as PO4,0.03914,FALSE,FALSE,0.12
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Wood Lake,4,JUNE,1971-06-16,10,SiO2,4.0,mg/L,,FALSE,FALSE,4.0
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Wood Lake,4,JUNE,1971-06-16,15,NO3,0.02,mg/L,,FALSE,FALSE,0.02
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Wood Lake,4,JUNE,1971-06-16,15,TKN,1.0,mg/L,,FALSE,FALSE,1.00
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Wood Lake,4,JUNE,1971-06-16,15,o-PO4,0.1,mg/L as PO4,0.03262,FALSE,FALSE,0.10
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Wood Lake,4,JUNE,1971-06-16,15,t-PO4,0.25,mg/L as PO4,0.08154,FALSE,FALSE,0.25
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Wood Lake,4,JUNE,1971-06-16,15,SiO2,4.5,mg/L,,FALSE,FALSE,4.5
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Wood Lake,4,AUGUST,1971-08-16,1,NO3,0.01,mg/L,,TRUE,FALSE,<0.01
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Wood Lake,4,AUGUST,1971-08-16,1,TKN,0.04,mg/L,,FALSE,FALSE,0.04
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Wood Lake,4,AUGUST,1971-08-16,1,o-PO4,0.01,mg/L as PO4,0.00326,TRUE,FALSE,<0.01
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Wood Lake,4,AUGUST,1971-08-16,1,t-PO4,0.04,mg/L as PO4,0.01305,FALSE,FALSE,0.04
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Wood Lake,4,AUGUST,1971-08-16,1,SiO2,4.8,mg/L,,FALSE,FALSE,4.8
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Wood Lake,4,AUGUST,1971-08-16,5,NO3,0.01,mg/L,,TRUE,FALSE,<0.01
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Wood Lake,4,AUGUST,1971-08-16,5,TKN,0.16,mg/L,,FALSE,FALSE,0.16
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Wood Lake,4,AUGUST,1971-08-16,5,o-PO4,0.01,mg/L as PO4,0.00326,TRUE,FALSE,<0.01
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Wood Lake,4,AUGUST,1971-08-16,5,t-PO4,0.06,mg/L as PO4,0.01957,FALSE,FALSE,0.06
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Wood Lake,4,AUGUST,1971-08-16,5,SiO2,4.9,mg/L,,FALSE,FALSE,4.9
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Wood Lake,4,AUGUST,1971-08-16,10,NO3,0.01,mg/L,,FALSE,FALSE,0.01
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Wood Lake,4,AUGUST,1971-08-16,10,TKN,0.47,mg/L,,FALSE,FALSE,0.47
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Wood Lake,4,AUGUST,1971-08-16,10,o-PO4,0.01,mg/L as PO4,0.00326,TRUE,FALSE,<0.01
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Wood Lake,4,AUGUST,1971-08-16,10,t-PO4,0.15,mg/L as PO4,0.04892,FALSE,FALSE,0.15
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Wood Lake,4,AUGUST,1971-08-16,10,SiO2,4.9,mg/L,,FALSE,FALSE,4.9
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Wood Lake,4,AUGUST,1971-08-16,17,NO3,0.1,mg/L,,FALSE,FALSE,0.10
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Wood Lake,4,AUGUST,1971-08-16,17,TKN,0.93,mg/L,,FALSE,FALSE,0.93
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Wood Lake,4,AUGUST,1971-08-16,17,o-PO4,0.01,mg/L as PO4,0.00326,TRUE,FALSE,<0.01
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Wood Lake,4,AUGUST,1971-08-16,17,t-PO4,0.12,mg/L as PO4,0.03914,FALSE,FALSE,0.12
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Wood Lake,4,AUGUST,1971-08-16,17,SiO2,5.5,mg/L,,FALSE,FALSE,5.5
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Wood Lake,4,OCTOBER,1971-10-14,1,NO3,0.01,mg/L,,TRUE,FALSE,<0.01
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Wood Lake,4,OCTOBER,1971-10-14,1,TKN,0.38,mg/L,,FALSE,FALSE,0.38
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Wood Lake,4,OCTOBER,1971-10-14,1,o-PO4,0.005,mg/L as PO4,0.00163,TRUE,FALSE,<0.005
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Wood Lake,4,OCTOBER,1971-10-14,1,t-PO4,0.07,mg/L as PO4,0.02283,FALSE,FALSE,0.07
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Wood Lake,4,OCTOBER,1971-10-14,1,SiO2,5.2,mg/L,,FALSE,FALSE,5.2
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Wood Lake,4,OCTOBER,1971-10-14,10,NO3,0.01,mg/L,,TRUE,FALSE,<0.01
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Wood Lake,4,OCTOBER,1971-10-14,10,TKN,0.38,mg/L,,FALSE,FALSE,0.38
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Wood Lake,4,OCTOBER,1971-10-14,10,o-PO4,0.005,mg/L as PO4,0.00163,TRUE,FALSE,<0.005
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Wood Lake,4,OCTOBER,1971-10-14,10,t-PO4,0.06,mg/L as PO4,0.01957,FALSE,FALSE,0.06
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Wood Lake,4,OCTOBER,1971-10-14,10,SiO2,5.2,mg/L,,FALSE,FALSE,5.2
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Wood Lake,4,OCTOBER,1971-10-14,15,NO3,0.01,mg/L,,TRUE,FALSE,<0.01
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Wood Lake,4,OCTOBER,1971-10-14,15,TKN,0.25,mg/L,,FALSE,FALSE,0.25
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Wood Lake,4,OCTOBER,1971-10-14,15,o-PO4,0.005,mg/L as PO4,0.00163,TRUE,FALSE,<0.005
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Wood Lake,4,OCTOBER,1971-10-14,15,t-PO4,0.05,mg/L as PO4,0.01631,FALSE,FALSE,0.05
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Wood Lake,4,OCTOBER,1971-10-14,15,SiO2,5.2,mg/L,,FALSE,FALSE,5.2
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Wood Lake,4,OCTOBER,1971-10-14,18,NO3,0.01,mg/L,,TRUE,FALSE,<0.01
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Wood Lake,4,OCTOBER,1971-10-14,18,TKN,0.28,mg/L,,FALSE,FALSE,0.28
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Wood Lake,4,OCTOBER,1971-10-14,18,o-PO4,0.005,mg/L as PO4,0.00163,TRUE,FALSE,<0.005
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Wood Lake,4,OCTOBER,1971-10-14,18,t-PO4,0.2,mg/L as PO4,0.06523,FALSE,FALSE,0.20
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Wood Lake,4,OCTOBER,1971-10-14,18,SiO2,5.6,mg/L,,FALSE,FALSE,5.6
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Skaha Lake,1,APRIL,,1,NO3,0.01,mg/L,,TRUE,FALSE,<0.01
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Skaha Lake,1,APRIL,,1,TKN,0.13,mg/L,,FALSE,FALSE,0.13
